id,wt_new_W1_W13,workingStatusW1W2W3W4W5,euRefVoteW1,euRefVoteW2,euRefVoteW3,euRefVoteW4,euRefVoteW6,euRefVoteW7,euRefVoteW8,euRefVoteW9,euRefVoteW10,euRefVoteW11,euRefVoteW12,euRefVoteW13
751,0.14075153188494233,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
752,0.43898722260318895,Retired,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
758,0.5455823891804424,Working full time (30 or more hours per week),Don't know,Don't know,Don't know,Don't know,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
759,0.4105945902870575,Retired,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
763,1.5050493267302052,Working full time (30 or more hours per week),Leave the EU,Stay/remain in the EU,Leave the EU,Don't know,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
768,0.9566107863671991,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
769,0.5805028172230703,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
770,0.31009967874422906,Retired,Don't know,Don't know,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
772,0.06929883664909615,Retired,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
774,0.4387849525493294,Retired,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
776,0.3782965334020621,Working full time (30 or more hours per week),Don't know,Stay/remain in the EU,Don't know,Don't know,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
780,0.26272335949230385,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
784,0.7942072828648761,Working full time (30 or more hours per week),Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
787,0.5987402483628286,Retired,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
789,0.37270348568958944,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
792,0.1562360515447314,Retired,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Don't know,Don't know,Don't know
794,0.6150835831586633,Working full time (30 or more hours per week),Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
810,0.3019999868225228,Retired,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
816,0.1415683537605372,Other,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
821,0.318093333350625,Working full time (30 or more hours per week),Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
827,0.5123789458723085,Retired,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Don't know,Leave the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
831,0.3033414813887819,Retired,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
847,0.9601713941385628,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
849,0.2474186154311496,Working full time (30 or more hours per week),Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
853,0.19499190659580545,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
858,0.318093333350625,Working full time (30 or more hours per week),Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
859,0.12492603927511085,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
861,0.7257040759599634,Retired,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
871,0.3636616538092336,Working full time (30 or more hours per week),Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Don't know,Leave the EU,Leave the EU
881,0.3571862238129334,Working full time (30 or more hours per week),Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU
883,0.21449090184844435,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
888,0.5200680601810265,Retired,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
891,0.5898879811130748,Retired,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
904,0.5876993718256616,Retired,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
907,0.7380772894891561,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
908,0.3721592001458759,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
914,2.2004016218364417,Retired,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
922,0.37270348568958944,Working full time (30 or more hours per week),Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
924,0.5123789458723085,Retired,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
925,1.5050493267302052,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
926,0.7990082014858029,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
931,1.1787458123910135,Other full time student,Leave the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
932,0.769432826034895,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
937,0.2647013705349174,Retired,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
941,0.4556343393054608,Retired,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
946,0.4211884094075639,Working full time (30 or more hours per week),Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
948,1.1633669448239234,Working part time (less than 8 hours a week),Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
956,0.2184709758151369,Working part time (8-29 hours a week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
964,1.019231845528303,Working part time (8-29 hours a week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
967,1.638293369678294,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
968,0.1078495109107438,Working part time (8-29 hours a week),Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
971,1.2119314131181889,Working full time (30 or more hours per week),Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
973,0.3633836590115721,Retired,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
976,0.32309882337416057,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
977,0.3092984166332545,Retired,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU
990,0.32309882337416057,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
997,0.3721592001458759,Retired,Leave the EU,Don't know,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
999,0.7413873366443978,Working full time (30 or more hours per week),Don't know,Don't know,Don't know,Stay/remain in the EU,Stay/remain in the EU,Don't know,Don't know,Stay/remain in the EU,Don't know,Don't know,I would/will not vote,Don't know
1005,0.21106994708414234,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
1006,0.9500369337776416,Working full time (30 or more hours per week),Stay/remain in the EU,Leave the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
1013,0.25411942626938866,Working full time (30 or more hours per week),Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
1015,0.3991056336900411,Working part time (8-29 hours a week),Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
